patient_id,path,dice,iou,sensitivity,specificity,precision,hd95,is_empty,pred_area,gt_area,hallucinated
Patient#14,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#14\input\IMG-0012-00025.jpg,4.1666665673290035e-09,4.1666665673290035e-09,1.0,0.9952168464660645,4.1666665673290035e-09,,True,240.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0001-00001.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0001-00002.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0001-00003.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0001-00004.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0001-00005.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0001-00006.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0001-00007.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0001-00008.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0001-00011.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0001-00015.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0001-00016.jpg,1.4641288181849175e-09,1.4641288181849175e-09,1.0,0.9863879084587096,1.4641288181849175e-09,,True,683.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0001-00017.jpg,1.5128592822932772e-09,1.5128592822932772e-09,1.0,0.9868263602256776,1.5128592822932772e-09,,True,661.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0001-00018.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0001-00019.jpg,1.9999995970465534e-07,1.9999995970465534e-07,1.0,0.9999003410339355,1.9999995970465534e-07,,True,5.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0001-00020.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00001.jpg,2.074688865150165e-09,2.074688865150165e-09,1.0,0.9903938174247742,2.074688865150165e-09,,True,482.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00002.jpg,2.849002811444734e-09,2.849002811444734e-09,1.0,0.9930046200752258,2.849002811444734e-09,,True,351.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00003.jpg,1.8552875902244639e-09,1.8552875902244639e-09,1.0,0.9892578125,1.8552875902244639e-09,,True,539.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00008.jpg,4.184100621529296e-09,4.184100621529296e-09,1.0,0.9952367544174194,4.184100621529296e-09,,True,239.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00009.jpg,3.3333321880490985e-07,3.3333321880490985e-07,1.0,0.9999402165412904,3.3333321880490985e-07,,True,3.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00010.jpg,8.130081496915409e-09,8.130081496915409e-09,1.0,0.9975486397743224,8.130081496915409e-09,,True,123.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00011.jpg,1.297016827273012e-09,1.297016827273012e-09,1.0,0.9846341013908386,1.297016827273012e-09,,True,771.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00012.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00013.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00014.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00015.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00016.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00017.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00018.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00019.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0002-00020.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0003-00001.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0003-00002.jpg,1.4285713945128007e-08,1.4285713945128007e-08,1.0,0.9986048936843872,1.4285713945128007e-08,,True,70.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0003-00003.jpg,6.1728395728266605e-09,6.1728395728266605e-09,1.0,0.9967713356018066,6.1728395728266605e-09,,True,162.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0003-00009.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0003-00010.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0003-00011.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0003-00012.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0003-00013.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0003-00014.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0003-00015.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0003-00016.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0003-00017.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0003-00018.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0003-00019.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0003-00020.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00001.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00002.jpg,3.636363654635488e-09,3.636363654635488e-09,1.0,0.994519293308258,3.636363654635488e-09,,True,275.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00003.jpg,5.464480867800603e-09,5.464480867800603e-09,1.0,0.9963528513908386,5.464480867800603e-09,,True,183.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00008.jpg,1.1235955277300036e-08,1.1235955277300036e-08,1.0,0.9982262253761292,1.1235955277300036e-08,,True,89.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00009.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00010.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00011.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00012.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00013.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00014.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00015.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00016.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00017.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00018.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00019.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0004-00020.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00001.jpg,2.252252162548984e-09,2.252252162548984e-09,1.0,0.9911511540412904,2.252252162548984e-09,,True,444.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00002.jpg,2.2727273396583314e-09,2.2727273396583314e-09,1.0,0.991230845451355,2.2727273396583314e-09,,True,440.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00003.jpg,1.2755102529737883e-09,1.2755102529737883e-09,1.0,0.984375,1.2755102529737883e-09,,True,784.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00004.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00009.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00010.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00011.jpg,1.3227513528946131e-09,1.3227513528946131e-09,1.0,0.9849330186843872,1.3227513528946131e-09,,True,756.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00012.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00013.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00014.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00015.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00016.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00017.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00018.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00019.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00020.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00021.jpg,1.424501405722367e-09,1.424501405722367e-09,1.0,0.9860092401504515,1.424501405722367e-09,,True,702.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00022.jpg,1.587301667882457e-08,1.587301667882457e-08,1.0,0.9987444281578064,1.587301667882457e-08,,True,63.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00023.jpg,1.6977929062633732e-09,1.6977929062633732e-09,1.0,0.988261342048645,1.6977929062633732e-09,,True,589.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00028.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00029.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00030.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00031.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00032.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00033.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00034.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00035.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00036.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00037.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00038.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00039.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0005-00040.jpg,3.5186487057359267e-10,3.5186487057359267e-10,1.0,0.943359375,3.5186487057359267e-10,,True,2842.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00001.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00002.jpg,1.5527950036897662e-09,1.5527950036897662e-09,1.0,0.9871651530265808,1.5527950036897662e-09,,True,644.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00003.jpg,1.353180012486632e-09,1.353180012486632e-09,1.0,0.9852718710899352,1.353180012486632e-09,,True,739.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00004.jpg,3.333333387089965e-09,3.333333387089965e-09,1.0,0.9940210580825806,3.333333387089965e-09,,True,300.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00009.jpg,4.5977011087217074e-10,4.5977011087217074e-10,1.0,0.956652581691742,4.5977011087217074e-10,,True,2175.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00010.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00011.jpg,1.2515644076671604e-09,1.2515644076671604e-09,1.0,0.9840760231018066,1.2515644076671604e-09,,True,799.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00012.jpg,1.1223344476007924e-09,1.1223344476007924e-09,1.0,0.9822425246238708,1.1223344476007924e-09,,True,891.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00013.jpg,1.1363636254202449e-08,1.1363636254202449e-08,1.0,0.9982461929321288,1.1363636254202449e-08,,True,88.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00014.jpg,5.980861361720713e-10,5.980861361720713e-10,1.0,0.9666773080825806,5.980861361720713e-10,,True,1672.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00015.jpg,3.184713381898518e-09,3.184713381898518e-09,1.0,0.993742048740387,3.184713381898518e-09,,True,314.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00016.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00017.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00018.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00019.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0006-00020.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0007-00001.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0007-00002.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0007-00003.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0007-00004.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0007-00005.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0007-00006.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0007-00007.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0007-00008.jpg,1.763668433518717e-09,1.763668433518717e-09,1.0,0.9886997938156128,1.763668433518717e-09,,True,567.0,0.0,True
Patient#15,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#15\input\IMG-0007-00009.jpg,1.4064697184679176e-09,1.4064697184679176e-09,1.0,0.9858298897743224,1.4064697184679176e-09,,True,711.0,0.0,True
