image_path,true_label,pred_label,plane,prob_0,prob_1,prob_2,prob_3,max_prob,correct,has_mask,dice,iou,gt_area,pred_area
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00667_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020160422,0.020790229,0.019847864,0.9392014,0.9392014,True,False,0.0,0.0,0.0,5700.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00668_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020297334,0.021157479,0.01986591,0.9386793,0.9386793,True,False,0.0,0.0,0.0,1178.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00669_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020457007,0.02119934,0.020100554,0.9382431,0.9382431,True,False,0.0,0.0,0.0,1968.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00670_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020066643,0.020917011,0.020066643,0.93894976,0.93894976,True,False,0.0,0.0,0.0,5673.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00671_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020425236,0.02085862,0.020098755,0.93861735,0.93861735,True,False,0.0,0.0,0.0,4637.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00672_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020464424,0.020746132,0.020206263,0.9385832,0.9385832,True,False,0.0,0.0,0.0,1404.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00673_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020399936,0.020539867,0.020231303,0.938829,0.938829,True,False,0.0,0.0,0.0,3061.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00674_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020504141,0.020969896,0.020414233,0.9381117,0.9381117,True,False,0.0,0.0,0.0,10298.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00675_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020695496,0.020806955,0.020374643,0.9381229,0.9381229,True,False,0.0,0.0,0.0,10057.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00676_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020501308,0.020875059,0.020183465,0.9384402,0.9384402,True,False,0.0,0.0,0.0,6243.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00677_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020161841,0.020599693,0.020429408,0.93880904,0.93880904,True,False,0.0,0.0,0.0,7529.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00678_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.021023516,0.021882353,0.020707682,0.9363864,0.9363864,True,False,0.0,0.0,0.0,1576.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00679_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020420363,0.02123382,0.020410396,0.9379354,0.9379354,True,False,0.0,0.0,0.0,8463.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00680_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.01996286,0.020556362,0.020356592,0.9391242,0.9391242,True,False,0.0,0.0,0.0,6969.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00681_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.02031635,0.021084439,0.020415792,0.93818337,0.93818337,True,False,0.0,0.0,0.0,3791.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00682_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020051789,0.022152,0.02045726,0.93733895,0.93733895,True,False,0.0,0.0,0.0,731.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00683_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020049622,0.020899268,0.01998121,0.93906987,0.93906987,True,False,0.0,0.0,0.0,2092.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00684_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.0206072,0.021417635,0.020198755,0.93777645,0.93777645,True,False,0.0,0.0,0.0,571.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00685_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020196758,0.021186702,0.02047478,0.9381417,0.9381417,True,False,0.0,0.0,0.0,7836.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00686_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020156316,0.02089794,0.020393912,0.9385518,0.9385518,True,False,0.0,0.0,0.0,11183.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00687_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020555178,0.02065579,0.020177301,0.93861175,0.93861175,True,False,0.0,0.0,0.0,2532.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00688_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.02059885,0.020528562,0.020102037,0.9387706,0.9387706,True,False,0.0,0.0,0.0,1336.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00689_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020376159,0.02063649,0.0203364,0.93865097,0.93865097,True,False,0.0,0.0,0.0,6738.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00690_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020413855,0.020867366,0.020166175,0.93855256,0.93855256,True,False,0.0,0.0,0.0,5044.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00691_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020587496,0.02088109,0.020278215,0.93825316,0.93825316,True,False,0.0,0.0,0.0,5191.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00692_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.0207923,0.020853305,0.019976242,0.93837816,0.93837816,True,False,0.0,0.0,0.0,1081.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00693_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020402277,0.019997895,0.01974562,0.93985415,0.93985415,True,False,0.0,0.0,0.0,330.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00694_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020438958,0.02109806,0.020131908,0.9383311,0.9383311,True,False,0.0,0.0,0.0,5979.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00695_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.019971408,0.02087882,0.019623416,0.9395264,0.9395264,True,False,0.0,0.0,0.0,394.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00696_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020769604,0.021045238,0.0199155,0.93826973,0.93826973,True,False,0.0,0.0,0.0,1367.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00697_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020397313,0.02062768,0.019349545,0.9396255,0.9396255,True,False,0.0,0.0,0.0,432.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00698_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.02058389,0.021082316,0.020244988,0.93808883,0.93808883,True,False,0.0,0.0,0.0,15635.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00699_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020736901,0.020919962,0.020177556,0.93816555,0.93816555,True,False,0.0,0.0,0.0,8242.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00700_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.020347634,0.020942347,0.020457217,0.93825275,0.93825275,True,False,0.0,0.0,0.0,17237.0
